"ID","Nimi","Namn","Name","Osoite","Adress","Kaupunki","Stad","Kapasiteet","x","y"
"501","Hanasaari","Hanaholmen","Hanasaari","Hanasaarenranta 1","Hanaholmsstranden 1","Espoo","Esbo",10,24.840319,60.16582
"503","Keilalahti","Kägelviken","Keilalahti","Keilalahdentie 2","Kägelviksvägen 2","Espoo","Esbo",28,24.827467,60.171524
"505","Westendinasema","Westendstationen","Westendinasema","Westendintie 1","Westendvägen 1","Espoo","Esbo",16,24.805758,60.168266
"507","Golfpolku","Golfstigen","Golfpolku","Golfpolku 3","Golfstigen 3","Espoo","Esbo",16,24.796136,60.168143
"509","Revontulentie","Norrskensvägen","Revontulentie","Revontulentie 10","Norrskensvägen 10","Espoo","Esbo",30,24.802938,60.171551
"511","Sateentie","Regnvägen","Sateentie","Sateentie 2","Regnvägen 2","Espoo","Esbo",18,24.810688,60.173424
"513","Hakalehto","Hagliden","Hakalehto","Merituulentie 18","Havsvindsvägen 18","Espoo","Esbo",24,24.79139,60.173567
"515","Oravannahkatori","Gråskinnstorget","Oravannahkatori","Oravannahkatori 1","Gråskinnstorget 1","Espoo","Esbo",16,24.792559,60.175769
"517","Länsituuli","Västanvinden","Länsituuli","Länsituulenkuja 3","Västanvindsgränden 3","Espoo","Esbo",24,24.802049,60.175358
"518","Tuulimäki","Väderbacken","Tuulimäki","Itätuulenkuja 11","Östanvindsgränden 11","Espoo","Esbo",18,24.806051,60.174144
"519","Tapionaukio","Tapioplatsen","Tapionaukio","Tapionaukio 9","Tapioplatsen 9","Espoo","Esbo",26,24.805825,60.176168
"521","Kulttuuriaukio","Kulturplatsen","Kulttuuriaukio","Kulttuuriaukio 2","Kulturplatsen 2","Espoo","Esbo",30,24.803942,60.177588
"523","Ahertajantie","Flitarvägen","Ahertajantie","Ahertajantie 1","Flitargränden 1","Espoo","Esbo",20,24.797984,60.17875
"525","Mäntyviita","Tallbysket","Mäntyviita","Mäntyviita 2","Tallbysket 2","Espoo","Esbo",10,24.810974,60.178702
"527","Otsolahti","Björnviken","Otsolahti","Otsolahdentie 18","Björnviksvägen 18","Espoo","Esbo",18,24.817423,60.178655
"529","Keilaniemi (M)","Kägeludden (M)","Keilaniemi (M)","Keilaniementie 4","Kägeluddsvägen 4","Espoo","Esbo",40,24.82895,60.175233
"531","Keilaranta","Kägelstranden","Keilaranta","Keilaranta 13","Kägelstranden 13","Espoo","Esbo",24,24.835132,60.178762
"532","Betonimies","Betongblandaren","Betonimies","Betonimiehenkuja 1","Betongblandargränden 1","Espoo","Esbo",16,24.831804,60.180027
"533","Tekniikantie","Teknikvägen","Tekniikantie","Tekniikantie 3","Teknikvägen 3","Espoo","Esbo",18,24.824747,60.180806
"537","Innopoli","Innopoli","Innopoli","Tekniikantie 14","Teknikvägen 14","Espoo","Esbo",20,24.81422,60.185096
"538","Hagalundinpuisto","Hagalundinpuisto","Hagalundsparken","Tekniikantie 15","Teknikvägen 15","Espoo","Esbo",14,24.817403,60.18363
"539","Aalto-yliopisto (M), Tietot","Aalto-universitetet (M),","Aalto University (M), Tietotie","Tietotie 4","Datavägen 4","Espoo","Esbo",20,24.820099,60.184987
"541","Aalto-yliopisto (M), Korkea","Aalto-universitetet (M),","Aalto University (M), Korkeakoulua","Otaniementie 10","Otnäsvägen 10","Espoo","Esbo",42,24.826671,60.184312
"543","Otaranta","Oststranden","Otaranta","Otaranta 6","Otstranden 6","Espoo","Esbo",22,24.837133,60.18483
"545","Sähkömies","Strömkarlen","Sähkömies","Otakaari 3","Otsvängen 3","Espoo","Esbo",12,24.829985,60.188499
"547","Jämeräntaival","Bistervägen","Jämeräntaival","Otakaari 18","Otsvängen 18","Espoo","Esbo",30,24.835033,60.188118
"549","Maarinranta","Marstranden","Maarinranta","Maarinrannantie 4","Marstrandvägen 4","Espoo","Esbo",12,24.810193,60.187529
"551","Tietäjä","Siaren","Tietäjä","Valkjärventie 4","Valkjärvivägen 4","Espoo","Esbo",20,24.807083,60.189143
"553","Metsänneidonpolku","Skogsjungfrustigen","Metsänneidonpolku","Metsänneidonpolku 5","Skogsjungfrustigen 5","Espoo","Esbo",19,24.806152,60.186731
"555","Kalevalantie","Kalevalavägen","Kalevalantie","Kalevalantie 7","Kalevalavägen 7","Espoo","Esbo",21,24.804022,60.184765
"557","Louhentori","Louhitorget","Louhentori","Louhentie 16","Louhivägen 16","Espoo","Esbo",16,24.796959,60.18715
"559","Pohjankulma","Norrhörnet","Pohjankulma","Louhentie 2","Louhivägen 2","Espoo","Esbo",25,24.794014,60.18288
"561","Koivu-Mankkaa","Björkmankans","Koivu-Mankkaa","Urpu 6","Hänget 6","Espoo","Esbo",23,24.78576,60.182976
"563","Mankkaanlaaksontie","Mankansdalsvägen","Mankkaanlaaksontie","Mankkaanlaaksontie 1","Mankansdalsvägen 1","Espoo","Esbo",26,24.780478,60.188706
"565","Mankkaanaukio","Mankansplatsen","Mankkaanaukio","Mankkaantie 3","Mankasvägen 3","Espoo","Esbo",20,24.769021,60.194599
"571","Tapiolan urheilupuisto","Hagalunds idrottspark","Tapiola Sports Park","Urheilupuistontie 3","Idrottsparksvägen 3","Espoo","Esbo",32,24.784654,60.177749
"573","Urheilupuisto (M)","Idrottsparken (M)","Sports Park (M)","Jousenpuistonkatu 4","Bågparksgatan 4","Espoo","Esbo",28,24.779428,60.17465
"575","Tontunmäentie","Tomtekullavägen","Tontunmäentie","Tontunmäentie 25","Tomtekullavägen 25","Espoo","Esbo",16,24.769667,60.176107
"577","Olarinluoma","Olarsbäcken","Olarinluoma","Olarinluoma 19","Olarsbäcken 19","Espoo","Esbo",18,24.760606,60.180848
"579","Niittymaa","Ängsmalmen","Niittymaa","Niittymaantie 2","Ängsmalmsvägen 2","Espoo","Esbo",21,24.775913,60.171127
"581","Niittykumpu (M)","Ängskulla (M)","Niittykumpu (M)","Merituulentie 38","Havsvindsvägen 38","Espoo","Esbo",35,24.763184,60.170758
"583","Haukilahdenkatu","Gäddviksgatan","Haukilahdenkatu","Ahventie 2","Abborrvägen 2","Espoo","Esbo",16,24.772708,60.166481
"585","Haukilahdenaukio","Gäddviksplatsen","Haukilahdenaukio","Haukilahdenranta 2","Gäddviksstranden 2","Espoo","Esbo",16,24.775882,60.162396
"587","Hauenkallio","Gäddberget","Hauenkallio","Hauenkalliontie 12","Gäddbergsvägen 12","Espoo","Esbo",12,24.767831,60.162477
"589","Haukilahdenranta","Gäddviksstranden","Haukilahdenranta","Haukilahdenranta 13","Gäddviksstranden 13","Espoo","Esbo",16,24.769864,60.158048
"591","Mellstenintie","Mellstensvägen","Mellstenintie","Mellstenintie 17","Mellstensvägen 17","Espoo","Esbo",25,24.773993,60.154941
"593","Toppelundintie","Toppelundsvägen","Toppelundintie","Toppelundintie 11","Toppelundsvägen 11","Espoo","Esbo",12,24.782477,60.1591405
"595","Westendintie","Westendvägen","Westendintie","Westendintie 34","Westendvägen 34","Espoo","Esbo",16,24.791754,60.158194
"596","Toppelundinportti","Toppelundsporten","Toppelundinportti","Haukilahdenkatu 2","Gäddviksgatan 2","Espoo","Esbo",20,24.7848628,60.1624471
"597","Linnakepolku","Fortstigen","Linnakepolku","Westendintie 99","Westendvägen 99","Espoo","Esbo",10,24.790132,60.1637
"601","Nokkala","Nokkala","Nokkala","Nokkalanniemi 2","Nokkalaparken 2","Espoo","Esbo",18,24.754344,60.147974
"603","Matinlahdenranta","Mattviksstranden","Matinlahdenranta","Rantamäki 2","Strandbacken 2","Espoo","Esbo",20,24.754196,60.151041
"607","Nuottaniementie","Notuddsvägen","Nuottaniementie","Nuottatie 1","Notvägen 1","Espoo","Esbo",15,24.741546,60.147921
"609","Sepetlahdentie","Sepetviksvägen","Sepetlahdentie","Sepetlahdentie 11","Sepetviksvägen 11","Espoo","Esbo",10,24.741234,60.152343
"611","Matinkartanontie","Mattgårdvägen","Matinkartanontie","Matinkartanontie 2","Mattsgårdsvägen 2","Espoo","Esbo",21,24.752489,60.156258
"613","Matinkyläntie","Mattbyvägen","Matinkyläntie","Joosepinkuja 1","Josefsgränden 1","Espoo","Esbo",15,24.744978,60.155689
"615","Tiistiläntie","Distbyvägen","Tiistiläntie","Tiistiläntie 6","Distbyvägen 6","Espoo","Esbo",24,24.737664,60.156755
"617","Tiistinkallio","Distberget","Tiistinkallio","Kalastajantie 29","Fiskarvägen 29","Espoo","Esbo",12,24.729112,60.153737
"619","Etuniementie","Framnäsvägen","Etuniementie","Kalastajantie 6","Fiskarvägen 6","Espoo","Esbo",10,24.724835,60.160645
"621","Hauenkalliontie","Gäddbergsvägen","Hauenkalliontie","Hauenkalliontie 22","Gäddbergsvägen 22","Espoo","Esbo",12,24.756272,60.161138
"623","Nelikkotie","Fjärdingsvägen","Nelikkotie","Nelikkotie 14","Fjärdingsvägen 14","Espoo","Esbo",16,24.74663,60.161588
"625","Suomenlahdentie","Finnviksvägen","Suomenlahdentie","Suomenlahdentie 2","Finnviksvägen 2","Espoo","Esbo",32,24.741294,60.160015
"627","Piispansilta","Biskopsbron","Piispansilta","Piispansilta 11","Biskopsknuten 11","Espoo","Esbo",44,24.738416,60.162403
"629","Piispanportti","Biskopsporten","Piispanportti","Piispanportti 4","Biskopsporten 4","Espoo","Esbo",16,24.732688,60.165603
"631","Friisilänaukio","Frisansplatsen","Friisilänaukio","Friisiläntie 2","Frisansvägen 2","Espoo","Esbo",12,24.721367,60.162842
"633","Avaruuskatu","Rymdgatan","Avaruuskatu","Avaruuskatu 1","Rymdgatan 2","Espoo","Esbo",16,24.724908,60.168971
"635","Kuunkatu","Mångatan","Kuunkatu","Kuunkatu 3","Mångatan 3","Espoo","Esbo",24,24.726025,60.172673
"637","Ruomelantie","Romensvägen","Ruomelantie","Ruomelantie 19","Romensvägen 19","Espoo","Esbo",12,24.729314,60.174524
"639","Itäportti","Österporten","Itäportti","Ruomelantie 5","Romensvägen 5","Espoo","Esbo",18,24.738122,60.174914
"641","Komeetankatu","Kometgatan","Komeetankatu","Komeetankatu 2","Kometgatan 2","Espoo","Esbo",16,24.735969,60.167216
"643","Auringonkatu","Solgatan","Auringonkatu","Auringonkatu 2","Solbanan 2","Espoo","Esbo",20,24.731472,60.171548
"645","Piispankallio","Biskopsberget","Piispankallio","Piispankallio 2","Biskopsberget 2","Espoo","Esbo",16,24.743532,60.168441
"647","Lystimäki","Lustikulla","Lystimäki","Lystimäentie 2","Lustikullavägen 2","Espoo","Esbo",12,24.745666,60.172814
"649","Lystimäensilta","Lustikullabron","Lystimäensilta","Vuosikuja 2","Årsgränden 2","Espoo","Esbo",15,24.752442,60.17471
"651","Suurpellonaukio","Storåkersplatsen","Suurpellonaukio","Suurpellon puistokatu 4","Storaåkerns parkgata 4","Espoo","Esbo",24,24.744131,60.184596
"653","Lukutori","Lukutorget","Lukutori","Suurpellon puistokatu 18","Storaåkerns parkgata 18","Espoo","Esbo",14,24.742571,60.187052
"701","Gallen-Kallelan tie","Gallen-Kallelas väg","Gallen-Kallelan tie","Gallen-Kallelan tie 29","Gallen-Kallelas vägen 29","Espoo","Esbo",10,24.840699,60.206142
"703","Elfvik","Elfvik","Elfvik","Elfvikintie 4","Elfviksvägen 4","Espoo","Esbo",10,24.8231,60.203852
"705","Laajalahden keskus","Bredviks centrum","Laajalahden keskus","Kirvuntie 22","Kirvusvägen 22","Espoo","Esbo",19,24.80493,60.203892
"707","Majurinkulma","Majorshörnet","Majurinkulma","Itsehallintotie 8","Självstyrelsevägen 8","Espoo","Esbo",24,24.824954,60.210735
"709","Yhdyskunnankuja","Samhällsgränden","Yhdyskunnankuja","Yhdyskunnankuja 1","Samhällsgränden 1","Espoo","Esbo",20,24.819549,60.212508
"711","Kirjurinkuja","Skrivargränden","Kirjurinkuja","Kirjurinkuja 1","Skrivargränden 1","Espoo","Esbo",26,24.826368,60.215751
"713","Upseerinkatu","Officersgatan","Upseerinkatu","Upseerinkatu 3","Officersgatan 3","Espoo","Esbo",30,24.819396,60.216067
"715","Komentajankatu","Kommendörsgatan","Komentajankatu","Perkkaantie 5","Bergansvägen 5","Espoo","Esbo",12,24.821932,60.216222
"719","Säteri","Säteri","Säteri","Säterinkatu 6","Säterigatan 6","Espoo","Esbo",32,24.811572,60.213443
"721","Säterinrinne","Säteribrinken","Säterinrinne","Ruusutorpantie 1","Rosatorpsvägen 1","Espoo","Esbo",16,24.805613,60.214193
"723","Säterinniitty","Säteriängen","Säterinniitty","Säterinpuistontie 16","Säteriparksvägen 16","Espoo","Esbo",10,24.800486,60.214666
"725","Rummunlyöjänkatu","Trumslagargatan","Rummunlyöjänkatu","Leppävaarankatu 13","Albergagatan 13","Espoo","Esbo",20,24.806279,60.217261
"727","Ratsutori","Ryttartorget","Ratsutori","Leppävaarankatu 1","Albergagatan 1","Espoo","Esbo",33,24.812419,60.217311
"729","Leppävaaranaukio","Albergaplanen","Leppävaaranaukio","Hevosenkenkä 3","Hästskon 3","Espoo","Esbo",30,24.813885,60.218869
"731","Leppävaarankäytävä","Albergapassagen","Leppävaarankäytävä","Läkkisepänkuja 3","Bleckslagargränden 3","Espoo","Esbo",21,24.813437,60.220254
"733","Läkkitori","Blecktorget","Läkkitori","Läkkisepänkuja 3","Bleckslagargränden 3","Espoo","Esbo",25,24.813109,60.221019
"735","Armas Launiksen katu","Armas Launis gata","Armas Launiksen katu","Armas Launiksen katu 8","Armas Launis gata 8","Espoo","Esbo",20,24.818128,60.221781
"737","Muurarinkuja","Murargränden","Muurarinkuja","Muurarinkuja 4","Murargränden 4","Espoo","Esbo",19,24.812271,60.223769
"739","Postipuun koulu","Postipuun koulu","Postipuun koulu","Mäkkylän puistotie 14","Mäkkyläallén 14","Espoo","Esbo",16,24.826396,60.223827
"741","Gransinmäki","Gransbacken","Gransinmäki","Vanha maantie 6","Gamla landsvägen 6","Espoo","Esbo",20,24.804898,60.222154
"745","Leppävaaran urheilupuisto","Alberga idrottspark","Leppävaaran urheilupuisto","Veräjäpellonkatu 17","Grindåkersgatan 17","Espoo","Esbo",32,24.800971,60.224943
"747","Leppävaaran uimahalli","Alberga simhall","Leppävaaran uimahalli","Veräjäpellonkatu 12","Grindåkersgatan 12","Espoo","Esbo",18,24.804735,60.226379
"749","Vallikatu","Vallgatan","Vallikatu","Vallikatu 19","Vallgatan 19","Espoo","Esbo",24,24.813871,60.228463
"751","Vallipolku","Vallgången","Vallipolku","Vallikatu 12","Vallgatan 12","Espoo","Esbo",20,24.819614,60.227827
"753","Linnuntie","Fågelvägen","Linnuntie","Linnuntie 2","Fågelsvägen 2","Espoo","Esbo",24,24.813954,60.234401
"755","Kutsuntatie","Uppbådsvägen","Kutsuntatie","Lintulaaksontie 2","Fågeldalsvägen 2","Espoo","Esbo",16,24.824561,60.230453
"757","Painiitty","Pajängen","Painiitty","Lotankatu 1","Lottagatan 1","Espoo","Esbo",12,24.831397,60.235089
"761","Mäkkylän asema","Mäkkylä station","Mäkkylän asema","Perkkaantie 20","Bergansvägen 20","Espoo","Esbo",32,24.83939,60.220467
"763","Kalkkipellonmäki","Kalkåkersbacken","Kalkkipellonmäki","Turuntie 22","Åbovägen 22","Espoo","Esbo",24,24.833536,60.220551
"767","Ruutikatu","Krutgatan","Ruutikatu","Ruutikatu 10","Krugranden 10","Espoo","Esbo",10,24.820635,60.223377
"769","Tiurintie","Tiurisvägen","Tiurintie","Kurkijoentie 1","Kronoborgsvägen 1","Espoo","Esbo",12,24.814562,60.204951
"900","Orionintie","Orionvägen","Orionintie","Orionintie 3-5","Orionvägen 3-5","Espoo","Esbo",20,24.771826,60.180118
"901","O'Bike Station","O'Bike Station","O'Bike Station","Rauhalanpuisto 11","Rauhalaparken 11","Espoo","Esbo",20,24.742219,60.163412
"902","Derby Business Park","Derby Business Park","Derby Business Park","Tarvonsalmenkatu 17","Tarvosundsgatan 17","Espoo","Esbo",20,24.835356,60.209017
"001","Kaivopuisto","Brunnsparken","Kaivopuisto","Meritori 1","Havstorget 1","Helsinki","Helsingfors",30,24.9502114714031,60.155369615074
"002","Laivasillankatu","Skeppsbrogatan","Laivasillankatu","Laivasillankatu 14","Skeppsbrogatan 14","Helsinki","Helsingfors",12,24.9565097715858,60.1609890692806
"003","Kapteeninpuistikko","Kaptensskvären","Kapteeninpuistikko","Tehtaankatu 13","Fabriksgatan 13","Helsinki","Helsingfors",16,24.9450181631667,60.1581769029949
"004","Viiskulma","Femkanten","Viiskulma","Fredrikinkatu 19","Fredriksgatan  19","Helsinki","Helsingfors",14,24.9417758006418,60.1609858921764
"005","Sepänkatu","Smedsgatan","Sepänkatu","Tehtaankatu 25","Fabriksgatan 25","Helsinki","Helsingfors",32,24.9362853002102,60.157948291819
"006","Hietalahdentori","Sandvikens torg","Hietalahdentori","Hietalahdenkatu 2","Sandviksgatan 2","Helsinki","Helsingfors",24,24.9296476311878,60.1622283898112
"007","Designmuseo","Designmuseet","Design Museum","Korkeavuorenkatu 23","Högbergsgatan 23","Helsinki","Helsingfors",14,24.9459599998806,60.16310319166
"008","Vanha kirkkopuisto","Gamla kyrkoparken","Vanha kirkkopuisto","Annankatu 16","Annegatan 16","Helsinki","Helsingfors",24,24.9391145483706,60.1653538465664
"009","Erottajan aukio","Skillnadsplatsen","Erottajan aukio","Eteläesplanadi 22","Södra esplanaden 22","Helsinki","Helsingfors",44,24.9441887601673,60.1668948711694
"010","Kasarmitori","Kaserntorget","Kasarmitori","Fabianinkatu 13","Fabiansgatan 13","Helsinki","Helsingfors",28,24.9494728793816,60.165017172741
"011","Unioninkatu","Unionsgatan","Unioninkatu","Eteläesplanadi 1","Södra esplanaden 1","Helsinki","Helsingfors",22,24.9510226994024,60.1674572921424
"012","Kanavaranta","Kanalkajen","Kanavaranta","Kanavaranta 1","Kanalkajen 1","Helsinki","Helsingfors",34,24.9584922784237,60.1684959040351
"013","Merisotilaantori","Flottisttorget","Merisotilaantori","Merisotilaantori","Flottisttorget","Helsinki","Helsingfors",24,24.9755284752387,60.1679190540567
"014","Senaatintori","Senatstorget","Senate Square","Aleksanterinkatu 22","Alexandersgatan 22","Helsinki","Helsingfors",22,24.9526414004662,60.1691277919118
"015","Ritarikatu","Riddaregatan","Ritarikatu","Ritarikatu 7","Riddaregatan 7","Helsinki","Helsingfors",12,24.9555218601895,60.1710906797301
"016","Liisanpuistikko","Elisabetsskvären","Liisanpuistikko","Liisankatu 1","Elisabetsgatan 1","Helsinki","Helsingfors",16,24.9613746997628,60.1741821916183
"017","Varsapuistikko","Fölskvären","Varsapuistikko","Yrjö-Koskisen katu 1","Yrjö-Koskinens gata 1","Helsinki","Helsingfors",28,24.9494967766807,60.1730909028646
"018","Porthania","Porthania","Porthania","Yliopistonkatu 3","Universitetsgatan 3","Helsinki","Helsingfors",30,24.9493081473109,60.1696567475916
"019","Rautatientori / itä","Järnvägstorget/öst","Central Railway Station/East","Rautatientori 1","Järnvägstorget 1","Helsinki","Helsingfors",20,24.9425267992462,60.1708235917114
"020","Kaisaniemenpuisto","Kajsaniemiparken","Kaisaniemenpuisto","Bergbominkuja 1","Bergbomsgränden 1","Helsinki","Helsingfors",22,24.9433556359399,60.1732349001278
"021","Töölönlahdenkatu","Tölöviksgatan","Töölönlahdenkatu","Elielinaukio 5","Elielplatsen 5","Helsinki","Helsingfors",44,24.9393079129956,60.1721906837527
"022","Rautatientori / länsi","Järnvägstorget/väst","Central Railway Station/West","Kaivokatu 1","Brunnsgatan 1","Helsinki","Helsingfors",16,24.9397601000633,60.1706060919732
"023","Kiasma","Kiasma","Kiasma","Mannerheiminaukio 1","Mannerheimplatsen 1","Helsinki","Helsingfors",30,24.9374279000749,60.1712578922641
"024","Mannerheimintie","Mannerheimvägen","Mannerheimintie","Mannerheiminitie 18","Mannerheimvägen 18","Helsinki","Helsingfors",20,24.9394194995361,60.1690723919948
"025","Narinkka","Narinken","Narinkka","Narinkka 1","Narinken 1","Helsinki","Helsingfors",40,24.9346069826026,60.1700420279259
"026","Kamppi (M)","Kampen (M)","Kamppi (M)","Fredrikinkatu 44","Fredriksgatan 44","Helsinki","Helsingfors",32,24.9305373005364,60.168609492141
"027","Eerikinkatu","Eriksgatan","Eerikinkatu","Eerikinkatu 3","Eriksgatan 3","Helsinki","Helsingfors",14,24.9366415937527,60.1677057096398
"028","Lastenlehto","Barnlunden","Lastenlehto","Lapinrinne","Lappbrinken","Helsinki","Helsingfors",16,24.9270362659605,60.1657993006509
"029","Baana","Banan","Baana","Ruoholahdenkatu 23","Gräsviksgatan 23","Helsinki","Helsingfors",16,24.9225706207902,60.1641173724871
"030","Itämerentori","Östersjötorget","Itämerentori","Itämerentori 1","Östersjötorget 1","Helsinki","Helsingfors",40,24.9145164996449,60.1635308918594
"031","Marian sairaala","Maria sjukhus","Maria Hospital","Pohjoinen Rautatiekatu 33","Norra Järnvägsgatan 33","Helsinki","Helsingfors",16,24.9227415692015,60.1683228179992
"032","Eläinmuseo","Naturhistoriska museet","Finnish Museum of Natural History","Pohjoinen Rautatiekatu 13","Norra Järnvägsgatan 13","Helsinki","Helsingfors",20,24.9318975121431,60.1713588986588
"033","Kauppakorkeakoulu","Handelshögskolan","Hanken School of Economics","Lapuankatu 1","Lappogatan 1","Helsinki","Helsingfors",16,24.923839759,60.171202903
"034","Kansallismuseo","Nationalmuseum","National Museum","Mannerheimintie 30","Mannerheimvägen 30","Helsinki","Helsingfors",16,24.9328983153441,60.173956898526
"035","Cygnaeuksenkatu","Cygnaeusgatan","Cygnaeuksenkatu","Cygnaeuksenkatu 1","Cygnaeusgatan 1","Helsinki","Helsingfors",16,24.9282685568484,60.1741008716685
"036","Apollonkatu","Apollogatan","Apollonkatu","Runeberginkatu 43","Runebergsgatan 43","Helsinki","Helsingfors",20,24.9224632983339,60.1760927790452
"037","Töölönkatu","Tölögatan","Töölönkatu","Pohjoinen Hesperiankatu 3","Norra Hesperiagatan 3","Helsinki","Helsingfors",18,24.9283525094474,60.1775346191328
"038","Töölöntori","Tölötorg","Töölöntori","Töölöntorinkatu 11","Tölötorggatan 11","Helsinki","Helsingfors",16,24.9249700522851,60.1791005171717
"039","Ooppera","Nationaloperan","Opera","Mannerheimintie 62","Mannerheimvägen 62","Helsinki","Helsingfors",24,24.9266869997467,60.182552891987
"040","Hakaniemi (M)","Hagnäs (M)","Hakaniemi (M)","John Stenberginranta 6","John Stenbergs strand 6","Helsinki","Helsingfors",28,24.9522579797678,60.1780816347447
"041","Ympyrätalo","Runda huset","Ympyrätalo","Porthaninrinne 1","Porthansbrinken 1","Helsinki","Helsingfors",36,24.949399999845,60.1808629918822
"042","Haapaniemenkatu","Aspnäsgatan","Haapaniemenkatu","Haapaniemenkatu 2","Aspnäsgatan 2","Helsinki","Helsingfors",18,24.9551952848707,60.1831601093456
"043","Karhupuisto","Björnparken","Karhupuisto","Agricolankatu 11","Agricolagatan 11","Helsinki","Helsingfors",24,24.9526762998375,60.18428329212
"044","Sörnäinen (M)","Sörnäs (M)","Sörnäinen (M)","Vaasanpuistikko 1a","Vaasanpuistikko 1a","Helsinki","Helsingfors",22,24.960554135,60.187712639
"045","Brahen kenttä","Braheplan","Brahen kenttä","Helsinginkatu 22","Helsingegatan 22","Helsinki","Helsingfors",20,24.9508131529517,60.1867902883311
"046","Diakoniapuisto","Diakoniparken","Diakoniapuisto","Josafatinkatu 12","Josafatsgatan 12","Helsinki","Helsingfors",16,24.9435409604638,60.1869040535812
"047","Vanha Kauppahalli","Salutorget","Market Square","Pakkahuoneenlaituri","Packhuskajen","Helsinki","Helsingfors",22,24.9535685411145,60.1652833427097
"048","Mastokatu","Mastgatan","Mastokatu","Mastokatu 2","Mastgatan 2","Helsinki","Helsingfors",22,24.9674668165293,60.1647464973781
"049","Annankatu","Annankatu","Annankatu","Annankatu 5","Annegatan 5","Helsinki","Helsingfors",16,24.9417379007102,60.1634749245163
"050","Melkonkuja","Melkögränd","Melkonkuja","Melkonkuja 1","Melkögränd 1","Helsinki","Helsingfors",12,24.8861093999757,60.1498126916296
"051","Itälahdenkatu","Österviksgatan","Itälahdenkatu","Itälahdenkatu 15","Österviksgatan 15","Helsinki","Helsingfors",12,24.8812501991249,60.1506599919369
"052","Heikkilänaukio","Heikasplatsen","Heikkilänaukio","Heikkilänaukio 1","Heikasplatsen 1","Helsinki","Helsingfors",20,24.879315899385,60.1540762917607
"053","Heikkiläntie","Heikasvägen","Heikkiläntie","Heikkiläntie 7","Heikasvägen 7","Helsinki","Helsingfors",12,24.8850653001728,60.1568169919509
"054","Gyldenintie","Gyldénsvägen","Gyldenintie","Gyldenintie 2","Gyldénsvägen 2","Helsinki","Helsingfors",36,24.8766657996794,60.1583841916575
"055","Puistokaari","Parksvängen","Puistokaari","Isokaari 30","Storsvängen 30","Helsinki","Helsingfors",16,24.8620200832623,60.1578749328793
